Name,Gender,Count,Year
Marilyn,F,9533,1945
Marilyn,F,10711,1946
Marilyn,F,11880,1947
Marilyn,F,9937,1948
Marilyn,F,9865,1949
Marilyn,F,9286,1950
Marilyn,F,9149,1951
Marilyn,F,9802,1952
Marilyn,F,10741,1953
Marilyn,F,10814,1954
Marilyn,F,8406,1955
Marilyn,F,6928,1956
Marilyn,F,5744,1957
Marilyn,F,4946,1958
Marilyn,F,4343,1959
Marilyn,F,4073,1960
Marilyn,F,3795,1961
Marilyn,F,3607,1962
Marilyn,F,3316,1963
Marilyn,F,2792,1964
Marilyn,F,2490,1965
